40.3042	1000000000.0000	75.3320	1000000000.0000	40.3042	1000000000.0000	63.5646	65.6791	1000000000.0000	45.7490	1000000000.0000	1000000000.0000	56.1238	
1000000000.0000	74.7224	117.8149	92.2376	74.7224	154.4353	91.3654	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	
75.3320	117.8149	38.6274	1000000000.0000	38.6274	1000000000.0000	58.2038	1000000000.0000	1000000000.0000	46.0704	1000000000.0000	30.8284	1000000000.0000	
1000000000.0000	92.2376	1000000000.0000	41.6569	1000000000.0000	153.9015	99.9872	155.4660	41.6569	1000000000.0000	48.5720	1000000000.0000	66.7421	
40.3042	74.7224	38.6274	1000000000.0000	38.6274	1000000000.0000	91.8607	66.5811	1000000000.0000	72.6775	1000000000.0000	48.4853	57.0258	
1000000000.0000	154.4353	1000000000.0000	153.9015	1000000000.0000	121.6682	121.6682	1000000000.0000	135.2877	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	
63.5646	91.3654	58.2038	99.9872	91.8607	121.6682	58.2038	1000000000.0000	70.7844	74.9623	98.3608	14.8995	1000000000.0000	
65.6791	1000000000.0000	1000000000.0000	155.4660	66.5811	1000000000.0000	1000000000.0000	65.6791	151.4989	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	
1000000000.0000	1000000000.0000	1000000000.0000	41.6569	1000000000.0000	135.2877	70.7844	151.4989	41.6569	1000000000.0000	37.0000	1000000000.0000	1000000000.0000	
45.7490	1000000000.0000	46.0704	1000000000.0000	72.6775	1000000000.0000	74.9623	1000000000.0000	1000000000.0000	45.7490	1000000000.0000	1000000000.0000	1000000000.0000	
1000000000.0000	1000000000.0000	1000000000.0000	48.5720	1000000000.0000	1000000000.0000	98.3608	1000000000.0000	37.0000	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	
1000000000.0000	1000000000.0000	30.8284	1000000000.0000	48.4853	1000000000.0000	14.8995	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	
56.1238	1000000000.0000	1000000000.0000	66.7421	57.0258	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	1000000000.0000	
