0,0,0,-74.00954361,40.71355595,1.895744681
0,0,0,-73.99786276,40.73591363,2.047238372
0,0,0,-73.99172121,40.74821684,2.178959405
0,0,0,-73.9870957,40.72480062,2.075630252
0,0,0,-73.98612674,40.76337001,2.011469534
0,0,0,-73.97610495,40.78486439,1.667342799
0,0,0,-73.97582176,40.6846198,1.828042328
0,0,0,-73.97347438,40.75554119,1.922089826
0,0,0,-73.9568068,40.7742214,1.836826347
0,0,0,-73.95221771,40.80774228,1.701075269
0,0,0,-73.92523797,40.75114932,1.718309859
0,0,0,-73.86832505,40.77111806,1.806711409
0,0,0,-73.78441131,40.64685399,1.893536122
0,0,0,1.35E-10,-3.41E-11,1.612903226
0,0,1,-80.58152962,32.12659669,1
0,0,1,-74.00954361,40.71355595,1.736933798
0,0,1,-73.99786276,40.73591363,2.085333333
0,0,1,-73.99172121,40.74821684,2.063756462
0,0,1,-73.9870957,40.72480062,2.002808989
0,0,1,-73.98612674,40.76337001,2.109801489
0,0,1,-73.97610495,40.78486439,1.812641084
0,0,1,-73.97582176,40.6846198,1.606918239
0,0,1,-73.97347438,40.75554119,1.986719788
0,0,1,-73.9568068,40.7742214,1.836734694
0,0,1,-73.95221771,40.80774228,1.741935484
0,0,1,-73.92523797,40.75114932,1.592783505
0,0,1,-73.86832505,40.77111806,1.857142857
0,0,1,-73.78441131,40.64685399,1.935691318
0,0,1,1.35E-10,-3.41E-11,1.648484848
0,0,2,-74.00954361,40.71355595,1.758461538
0,0,2,-73.99786276,40.73591363,2.224311619
0,0,2,-73.99172121,40.74821684,2.159495549
0,0,2,-73.9870957,40.72480062,2.222146739
0,0,2,-73.98612674,40.76337001,2.232753063
0,0,2,-73.97610495,40.78486439,1.701117318
0,0,2,-73.97582176,40.6846198,1.608955224
0,0,2,-73.97347438,40.75554119,2.096656977
0,0,2,-73.9568068,40.7742214,1.756535948
0,0,2,-73.95221771,40.80774228,1.772727273
0,0,2,-73.92523797,40.75114932,1.614379085
0,0,2,-73.86832505,40.77111806,1.713615023
0,0,2,-73.78441131,40.64685399,1.871391076
0,0,2,-70.67643029,38.7679239,1
0,0,2,1.35E-10,-3.41E-11,1.535294118
0,0,3,-74.00954361,40.71355595,1.852684145
0,0,3,-73.99786276,40.73591363,2.278919554
0,0,3,-73.99172121,40.74821684,2.223889931
0,0,3,-73.9870957,40.72480062,2.324697755
0,0,3,-73.98612674,40.76337001,2.242228739
0,0,3,-73.97610495,40.78486439,1.802752294
